brand_parent,model_parent,variant_parent,variant_name,price,displacement,power,transmission,mileage,fuel,engine_typr,cylinders,valves_per_cyl,gearbox,drive,fuel_cap,emission_norm,suspension_front,suspension_rear,steer_type,steer_col,turn_radius,brake_front,breake_rear,length,width,height,boot_cap,seat_cap,ground_cl,wheelbase,kerb_weight,gross_weight,doors,park_sensors,upholstery,radio_antenna,tyre_size,tyre_type,wheel_size,airbags,screen_size,connectivity,image-src,ncap_rating,ev_range,ev_battery_cap,ev_motor,ev_charge,ev_drag_coeff,zero_to_hundred,speakers,auto_park,ev_charge_time_dc,ev_charge_time_ac,ev_brake_regen_levels,ev_norm
Tata,Tata Nexon,Nexon Creative Plus S Diesel AMT,Tata Nexon Creative Plus S Diesel AMT,Rs.14.40 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Dark Diesel,Tata Nexon Fearless Dark Diesel,Rs.14.35 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR S DT DCA,Tata Nexon FearlessPR S DT DCA,Rs.14.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus DT DCA,Tata Nexon FearlessPR Plus DT DCA,Rs.14.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless S DT DCA,Tata Nexon Fearless S DT DCA,Rs.14.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus DT DCA,Tata Nexon Fearless Plus DT DCA,Rs.14.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus Dark Diesel AMT,Tata Nexon Creative Plus Dark Diesel AMT,Rs.14.25 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Dark DCA,Tata Nexon Fearless Dark DCA,Rs.14.15 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S Dark Diesel,Tata Nexon Creative Plus S Dark Diesel,Rs.14.05 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR DT Diesel,Tata Nexon FearlessPR DT Diesel,Rs.14 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless DT Diesel,Tata Nexon Fearless DT Diesel,Rs.14 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus DT Diesel AMT,Tata Nexon Creative Plus DT Diesel AMT,Rs.14 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus Diesel AMT,Tata Nexon Creative Plus Diesel AMT,Rs.13.90 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S Dark DCA,Tata Nexon Creative Plus S Dark DCA,Rs.13.85 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR DT DCA,Tata Nexon FearlessPR DT DCA,Rs.13.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless DT DCA,Tata Nexon Fearless DT DCA,Rs.13.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S DT Diesel,Tata Nexon Creative Plus S DT Diesel,Rs.13.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S Dark,Tata Nexon Fearless Plus S Dark,Rs.13.80 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S Diesel,Tata Nexon Creative Plus S Diesel,Rs.13.70 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus S DT,Tata Nexon FearlessPR Plus S DT,Rs.13.60 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus S DT,Tata Nexon Fearless Plus S DT,Rs.13.60 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S DT DCA,Tata Nexon Creative Plus S DT DCA,Rs.13.60 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus Dark Diesel,Tata Nexon Creative Plus Dark Diesel,Rs.13.55 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S DCA,Tata Nexon Creative Plus S DCA,Rs.13.50 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Dark Diesel AMT,Tata Nexon Creative Dark Diesel AMT,Rs.13.45 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,7 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S Dark AMT,Tata Nexon Creative Plus S Dark AMT,Rs.13.35 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.18 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus Dark DCA,Tata Nexon Creative Plus Dark DCA,Rs.13.35 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus DT Diesel,Tata Nexon Creative Plus DT Diesel,Rs.13.30 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus Diesel,Tata Nexon Creative Plus Diesel,Rs.13.20 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,23.23 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative DT Diesel AMT,Tata Nexon Creative DT Diesel AMT,Rs.13.20 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,7 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR S DT,Tata Nexon FearlessPR S DT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2610 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon FearlessPR Plus DT,Tata Nexon FearlessPR Plus DT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless S DT,Tata Nexon Fearless S DT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, Mcpherson Strut With Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Fearless Plus DT,Tata Nexon Fearless Plus DT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.44 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Leatherette,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus S DT AMT,Tata Nexon Creative Plus S DT AMT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.18 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,6-Speed AMT,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Plus DT DCA,Tata Nexon Creative Plus DT DCA,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1199 cc,118.27 bhp,,17.01 kmpl,Petrol,1.2L Turbocharged Revotron,3,4,7-Speed DCA,FWD,44 Litres,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Front & Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,10.24 Inch,,,,,,,,,,4,,,,,BS VI 2.0
Tata,Tata Nexon,Nexon Creative Diesel AMT,Tata Nexon Creative Diesel AMT,Rs.13.10 Lakh*Get On-Road Price*Ex-showroom Price in Pune,1497 cc,113.31 bhp,,24.08 kmpl,Diesel,1.5L Turbocharged Revotorq,4,4,6-Speed AMT,FWD,,BS VI 2.0,"Independent, Lower Wishbone, McPherson Strut with Coil Spring","Semi-independent, Open Profile Twist Beam with Stabiliser Bar, Coil Spring and Shock Absorber",Electric,Tilt and Collapsible,5.1,Disc,Drum,3995 mm,1804 mm,1620 mm,382 Litres,5,208 mm,2498 mm,,,5,Rear,Fabric,Shark Fin,215/60 R16,Radial Tubeless,,6,7 Inch,,,5 Star,,,,,,,4,,,,,BS VI 2.0
